ID,文物类型,文物ID,mapping_id,关系谓词,属性值,置信度,created_at
14301,jade,1705,90,P1\text{ is identified by},M10:52,0.8,2025-12-01 23:31:09
14302,jade,1705,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14303,jade,1706,91,$P43\text{ has measurement}$,"{'length': '4 cm', 'diameter': '1.7 cm', 'hole_diameter': '0.8~1.1 cm'} | ",0.8,2025-12-01 23:31:09
14304,jade,1706,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14305,jade,1706,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14306,jade,1706,87,P108i was produced by(被生产于),对钻孔。两端面有弧线状切割痕,0.8,2025-12-01 23:31:09
14307,jade,1706,90,P1\text{ is identified by},M10:54,0.8,2025-12-01 23:31:09
14308,jade,1706,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14309,jade,1707,91,$P43\text{ has measurement}$,"{'length': '1.4 cm', 'diameter': '2 cm', 'hole_diameter': '0.8~1.1 cm'} | ",0.8,2025-12-01 23:31:09
14310,jade,1707,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14311,jade,1707,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14312,jade,1707,87,P108i was produced by(被生产于),对钻圆孔，孔内留有钻孔台痕,0.8,2025-12-01 23:31:09
14313,jade,1707,90,P1\text{ is identified by},M10:55,0.8,2025-12-01 23:31:09
14314,jade,1707,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14315,jade,1708,91,$P43\text{ has measurement}$,"{'length': '3.8 cm', 'diameter': '1.6 cm', 'hole_diameter': '0.6 cm'} | ",0.8,2025-12-01 23:31:09
14316,jade,1708,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14317,jade,1708,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14318,jade,1708,87,P108i was produced by(被生产于),对钻孔。器形不规整,0.8,2025-12-01 23:31:09
14319,jade,1708,90,P1\text{ is identified by},M10:56,0.8,2025-12-01 23:31:09
14320,jade,1708,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14321,jade,1709,91,$P43\text{ has measurement}$,"{'length': '3.6 cm', 'diameter': '1.25 cm', 'hole_diameter': '0.7 cm'} | ",0.8,2025-12-01 23:31:09
14322,jade,1709,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14323,jade,1709,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14324,jade,1709,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14325,jade,1709,90,P1\text{ is identified by},M10:57,0.8,2025-12-01 23:31:09
14326,jade,1709,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14327,jade,1710,91,$P43\text{ has measurement}$,"{'length': '3.6 cm', 'diameter': '1.6 cm', 'hole_diameter': '0.6 cm'} | ",0.8,2025-12-01 23:31:09
14328,jade,1710,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14329,jade,1710,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14330,jade,1710,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14331,jade,1710,90,P1\text{ is identified by},M10:58,0.8,2025-12-01 23:31:09
14332,jade,1710,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14333,jade,1711,91,$P43\text{ has measurement}$,"{'length': '2.4 cm', 'diameter': '1.1 cm', 'hole_diameter': '0.6 cm'} | ",0.8,2025-12-01 23:31:09
14334,jade,1711,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14335,jade,1711,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14336,jade,1711,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14337,jade,1711,90,P1\text{ is identified by},M10:59,0.8,2025-12-01 23:31:09
14338,jade,1711,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14339,jade,1712,91,$P43\text{ has measurement}$,"{'length': '2.4 cm', 'diameter': '1.1 cm', 'hole_diameter': '0.55 cm'} | ",0.8,2025-12-01 23:31:09
14340,jade,1712,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14341,jade,1712,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14342,jade,1712,87,P108i was produced by(被生产于),对钻孔。器表有切割痕,0.8,2025-12-01 23:31:09
14343,jade,1712,90,P1\text{ is identified by},M10:60,0.8,2025-12-01 23:31:09
14344,jade,1712,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14345,jade,1713,91,$P43\text{ has measurement}$,"{'length': '1.1~1.5 cm', 'diameter': '0.65~0.7 cm', 'hole_diameter': '0.4 cm'} | ",0.8,2025-12-01 23:31:09
14346,jade,1713,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14347,jade,1713,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14348,jade,1713,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14349,jade,1713,90,P1\text{ is identified by},M10:62,0.8,2025-12-01 23:31:09
14350,jade,1713,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14351,jade,1714,91,$P43\text{ has measurement}$,"{'length': '2.1 cm', 'diameter': '1 cm', 'hole_diameter': '0.5 cm'} | ",0.8,2025-12-01 23:31:09
14352,jade,1714,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14353,jade,1714,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14354,jade,1714,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14355,jade,1714,90,P1\text{ is identified by},M10:66,0.8,2025-12-01 23:31:09
14356,jade,1714,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14357,jade,1715,91,$P43\text{ has measurement}$,"{'length': '2.2 cm', 'diameter': '1.05 cm', 'hole_diameter': '0.5 cm'} | ",0.8,2025-12-01 23:31:09
14358,jade,1715,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14359,jade,1715,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14360,jade,1715,87,P108i was produced by(被生产于),对钻孔。器表及端面有切割线痕,0.8,2025-12-01 23:31:09
14361,jade,1715,90,P1\text{ is identified by},M10:68,0.8,2025-12-01 23:31:09
14362,jade,1715,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14363,jade,1716,91,$P43\text{ has measurement}$,"{'length': '2.8 cm', 'diameter': '1.1 cm', 'hole_diameter': '0.6 cm'} | ",0.8,2025-12-01 23:31:09
14364,jade,1716,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14365,jade,1716,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14366,jade,1716,87,P108i was produced by(被生产于),对钻孔。器表有切割痕,0.8,2025-12-01 23:31:09
14367,jade,1716,90,P1\text{ is identified by},M10:69,0.8,2025-12-01 23:31:09
14368,jade,1716,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14369,jade,1717,91,$P43\text{ has measurement}$,"{'length': '2.85 cm', 'diameter': '1.2 cm', 'hole_diameter': '0.6 cm'} | ",0.8,2025-12-01 23:31:09
14370,jade,1717,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14371,jade,1717,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14372,jade,1717,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14373,jade,1717,90,P1\text{ is identified by},M10:71,0.8,2025-12-01 23:31:09
14374,jade,1717,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14375,jade,1718,91,$P43\text{ has measurement}$,"{'length': '1.95 cm', 'diameter': '1.1 cm', 'hole_diameter': '0.55 cm'} | ",0.8,2025-12-01 23:31:09
14376,jade,1718,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14377,jade,1718,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14378,jade,1718,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14379,jade,1718,90,P1\text{ is identified by},M10:72,0.8,2025-12-01 23:31:09
14380,jade,1718,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14381,jade,1719,91,$P43\text{ has measurement}$,"{'length': '1.8 cm', 'diameter': '1 cm', 'hole_diameter': '0.5 cm'} | ",0.8,2025-12-01 23:31:09
14382,jade,1719,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14383,jade,1719,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14384,jade,1719,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14385,jade,1719,90,P1\text{ is identified by},M10:74,0.8,2025-12-01 23:31:09
14386,jade,1719,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14387,jade,1720,91,$P43\text{ has measurement}$,"{'length': '3.3 cm', 'diameter': '1.3 cm', 'hole_diameter': '0.6 cm'} | ",0.8,2025-12-01 23:31:09
14388,jade,1720,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14389,jade,1720,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14390,jade,1720,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14391,jade,1720,90,P1\text{ is identified by},M10:75,0.8,2025-12-01 23:31:09
14392,jade,1720,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14393,jade,1721,91,$P43\text{ has measurement}$,"{'length': '2.6 cm', 'diameter': '1.15 cm', 'hole_diameter': '0.55 cm'} | ",0.8,2025-12-01 23:31:09
14394,jade,1721,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14395,jade,1721,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14396,jade,1721,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14397,jade,1721,90,P1\text{ is identified by},M10:76,0.8,2025-12-01 23:31:09
14398,jade,1721,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14399,jade,1722,91,$P43\text{ has measurement}$,"{'length': '3 cm', 'diameter': '1.2 cm', 'hole_diameter': '0.5~0.6 cm'} | ",0.8,2025-12-01 23:31:09
14400,jade,1722,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14401,jade,1722,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14402,jade,1722,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14403,jade,1722,90,P1\text{ is identified by},M10:77,0.8,2025-12-01 23:31:09
14404,jade,1722,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14405,jade,1723,91,$P43\text{ has measurement}$,"{'length': '3 cm', 'diameter': '1.1 cm', 'hole_diameter': '0.7 cm'} | ",0.8,2025-12-01 23:31:09
14406,jade,1723,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14407,jade,1723,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14408,jade,1723,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14409,jade,1723,90,P1\text{ is identified by},M10:78,0.8,2025-12-01 23:31:09
14410,jade,1723,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14411,jade,1724,91,$P43\text{ has measurement}$,"{'length': '2.8 cm', 'diameter': '1.2 cm', 'hole_diameter': '0.45 cm'} | ",0.8,2025-12-01 23:31:09
14412,jade,1724,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14413,jade,1724,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14414,jade,1724,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14415,jade,1724,90,P1\text{ is identified by},M10:79,0.8,2025-12-01 23:31:09
14416,jade,1724,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14417,jade,1725,91,$P43\text{ has measurement}$,"{'length': '2.9 cm', 'diameter': '1.4 cm', 'hole_diameter': '0.55 cm'} | ",0.8,2025-12-01 23:31:09
14418,jade,1725,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14419,jade,1725,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14420,jade,1725,87,P108i was produced by(被生产于),对钻孔。器表有切割痕,0.8,2025-12-01 23:31:09
14421,jade,1725,90,P1\text{ is identified by},M10:80,0.8,2025-12-01 23:31:09
14422,jade,1725,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14423,jade,1726,91,$P43\text{ has measurement}$,"{'length': '2.55 cm', 'diameter': '1.4 cm', 'hole_diameter': '0.45 cm'} | ",0.8,2025-12-01 23:31:09
14424,jade,1726,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14425,jade,1726,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14426,jade,1726,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14427,jade,1726,90,P1\text{ is identified by},M10:81,0.8,2025-12-01 23:31:09
14428,jade,1726,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14429,jade,1727,91,$P43\text{ has measurement}$,"{'length': '1.5 cm', 'diameter': '0.7 cm', 'hole_diameter': '0.4 cm'} | ",0.8,2025-12-01 23:31:09
14430,jade,1727,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14431,jade,1727,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14432,jade,1727,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14433,jade,1727,90,P1\text{ is identified by},M10:85,0.8,2025-12-01 23:31:09
14434,jade,1727,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14435,jade,1728,91,$P43\text{ has measurement}$,"{'length': '3.2 cm', 'diameter': '1 cm', 'hole_diameter': '0.55 cm'} | ",0.8,2025-12-01 23:31:09
14436,jade,1728,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14437,jade,1728,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14438,jade,1728,87,P108i was produced by(被生产于),对钻孔，一端从外壁钻一孔,0.8,2025-12-01 23:31:09
14439,jade,1728,90,P1\text{ is identified by},M10:86,0.8,2025-12-01 23:31:09
14440,jade,1728,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14441,jade,1729,91,$P43\text{ has measurement}$,"{'length': '2.55 cm', 'diameter': '1.1 cm', 'hole_diameter': '0.5 cm'} | ",0.8,2025-12-01 23:31:09
14442,jade,1729,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14443,jade,1729,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14444,jade,1729,87,P108i was produced by(被生产于),对钻孔。一端面有直线形切割痕,0.8,2025-12-01 23:31:09
14445,jade,1729,90,P1\text{ is identified by},M10:87,0.8,2025-12-01 23:31:09
14446,jade,1729,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14447,jade,1730,91,$P43\text{ has measurement}$,"{'length': '2.7 cm', 'diameter': '1.2 cm', 'hole_diameter': '0.5 cm'} | 长2.7厘米, 直径1.2厘米, 孔径0.5厘米 | ",0.8,2025-12-01 23:31:09
14448,jade,1730,85,P2 has type(有类型),圆柱形,0.8,2025-12-01 23:31:09
14449,jade,1730,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14450,jade,1730,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14451,jade,1730,87,P108i was produced by(被生产于),对钻孔。器表有切割痕,0.8,2025-12-01 23:31:09
14452,jade,1730,90,P1\text{ is identified by},M10:88,0.8,2025-12-01 23:31:09
14453,jade,1730,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14454,jade,1730,98,P46 is composed of,圆柱形，对钻孔,0.8,2025-12-01 23:31:09
14455,jade,1731,91,$P43\text{ has measurement}$,"{'length': '2.55 cm', 'diameter': '1.1 cm', 'hole_diameter': '0.5 cm'} | 长2.55厘米, 直径1.1厘米, 孔径0.5厘米 | ",0.8,2025-12-01 23:31:09
14456,jade,1731,85,P2 has type(有类型),圆柱形,0.8,2025-12-01 23:31:09
14457,jade,1731,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14458,jade,1731,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14459,jade,1731,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14460,jade,1731,90,P1\text{ is identified by},M10:91,0.8,2025-12-01 23:31:09
14461,jade,1731,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14462,jade,1731,98,P46 is composed of,圆柱形，对钻孔,0.8,2025-12-01 23:31:09
14463,jade,1732,91,$P43\text{ has measurement}$,"{'length': '1.9 cm', 'diameter': '1.1 cm', 'hole_diameter': '0.5 cm'} | 长1.9厘米, 直径1.1厘米, 孔径0.5厘米 | ",0.8,2025-12-01 23:31:09
14464,jade,1732,85,P2 has type(有类型),圆柱形,0.8,2025-12-01 23:31:09
14465,jade,1732,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14466,jade,1732,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14467,jade,1732,89,P44 has condition(有状态),青灰色瑕斑,0.8,2025-12-01 23:31:09
14468,jade,1732,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14469,jade,1732,90,P1\text{ is identified by},M10:93,0.8,2025-12-01 23:31:09
14470,jade,1732,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14471,jade,1732,98,P46 is composed of,圆柱形，对钻孔,0.8,2025-12-01 23:31:09
14472,jade,1733,91,$P43\text{ has measurement}$,"{'length': '2.8 cm', 'diameter': '1.1 cm', 'hole_diameter': '0.5 cm'} | 长2.8厘米, 直径1.1厘米, 孔径0.5厘米 | ",0.8,2025-12-01 23:31:09
14473,jade,1733,85,P2 has type(有类型),圆柱形,0.8,2025-12-01 23:31:09
14474,jade,1733,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14475,jade,1733,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14476,jade,1733,87,P108i was produced by(被生产于),对钻孔。器表有弧线状切割痕,0.8,2025-12-01 23:31:09
14477,jade,1733,90,P1\text{ is identified by},M10:101,0.8,2025-12-01 23:31:09
14478,jade,1733,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14479,jade,1733,98,P46 is composed of,圆柱形，对钻孔,0.8,2025-12-01 23:31:09
14480,jade,1734,91,$P43\text{ has measurement}$,"{'length': '2.8 cm', 'diameter': '1.1 cm', 'hole_diameter': '0.5 cm'} | 长2.8厘米, 直径1.1厘米, 孔径0.5厘米 | ",0.8,2025-12-01 23:31:09
14481,jade,1734,85,P2 has type(有类型),圆柱形,0.8,2025-12-01 23:31:09
14482,jade,1734,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14483,jade,1734,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14484,jade,1734,87,P108i was produced by(被生产于),对钻孔,0.8,2025-12-01 23:31:09
14485,jade,1734,90,P1\text{ is identified by},M10:102,0.8,2025-12-01 23:31:09
14486,jade,1734,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:09
14487,jade,1734,98,P46 is composed of,圆柱形，对钻孔,0.8,2025-12-01 23:31:09
14488,jade,1735,91,$P43\text{ has measurement}$,"长2.2厘米, 2.7厘米, 直径1.1厘米",0.8,2025-12-01 23:31:09
14489,jade,1735,85,P2 has type(有类型),圆柱形,0.8,2025-12-01 23:31:09
14490,jade,1735,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:09
14491,jade,1735,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:09
14492,jade,1735,87,P108i was produced by(被生产于),其中一件的一端面开有槽口,0.8,2025-12-01 23:31:09
14493,jade,1735,90,P1\text{ is identified by},M10:104,0.8,2025-12-01 23:31:09
